filename,width,height,class,xmin,ymin,xmax,ymax
badge15_390.jpg,960,540,hand,584,44,700,209
badge15_390.jpg,960,540,hand,44,436,189,540
badge7_165.jpg,960,540,hand,356,122,496,235
badge7_165.jpg,960,540,hand,518,112,641,229
badge12_420.jpg,960,540,hand,354,33,473,172
badge12_420.jpg,960,540,hand,502,100,634,241
uncut_badge13_720.jpg,960,540,hand,339,1,430,42
badge2_285.jpg,960,540,hand,363,66,489,195
badge2_285.jpg,960,540,hand,542,49,678,176
uncut_badge1516_300.jpg,960,540,hand,444,1,544,125
uncut_badge1516_300.jpg,960,540,hand,585,1,731,137
uncut_badge1516_300.jpg,960,540,hand,3,393,117,540
uncut_badge1516_585.jpg,960,540,hand,420,1,539,144
uncut_badge1516_585.jpg,960,540,hand,565,1,676,163
uncut_badge1516_585.jpg,960,540,hand,1,382,55,536
uncut_badge1516_900.jpg,960,540,hand,422,6,524,190
uncut_badge1516_900.jpg,960,540,hand,511,1,658,184
uncut_badge1516_900.jpg,960,540,hand,157,288,378,447
uncut_badge7and8_885.jpg,960,540,hand,309,114,460,249
uncut_badge7and8_885.jpg,960,540,hand,510,106,665,224
uncut_badge13_1275.jpg,960,540,hand,183,40,344,221
uncut_badge13_1275.jpg,960,540,hand,519,86,651,256
badge15_510.jpg,960,540,hand,427,23,551,201
badge15_510.jpg,960,540,hand,536,13,653,169
badge15_510.jpg,960,540,hand,39,414,136,523
badge3_30.jpg,960,540,hand,388,21,513,162
badge3_30.jpg,960,540,hand,524,1,678,71
uncut_badge121314_600.jpg,960,540,hand,344,8,465,162
uncut_badge121314_600.jpg,960,540,hand,492,108,658,290
uncut_badge13_1425.jpg,960,540,hand,252,35,450,241
uncut_badge13_1425.jpg,960,540,hand,420,45,596,242
badge4_150.jpg,960,540,hand,327,72,467,175
badge4_150.jpg,960,540,hand,466,16,594,156
uncut_badge121314_165.jpg,960,540,hand,309,39,417,188
uncut_badge121314_165.jpg,960,540,hand,507,34,627,191
creative_badge7_690.jpg,640,480,hand,257,1,466,182
uncut_badge121314_1020.jpg,960,540,hand,415,1,548,135
uncut_badge121314_1020.jpg,960,540,hand,742,17,866,173
badge8_225.jpg,960,540,hand,350,119,475,219
badge8_225.jpg,960,540,hand,476,98,596,206
creative_badge8_330.jpg,640,480,hand,20,45,214,189
creative_badge8_330.jpg,640,480,hand,230,1,379,146
badge12_855.jpg,960,540,hand,1,395,131,525
badge12_855.jpg,960,540,hand,399,1,554,151
uncut_badge10_1005.jpg,960,540,hand,385,1,494,146
uncut_badge10_1005.jpg,960,540,hand,506,17,612,170
uncut_badge91011_15.jpg,960,540,hand,121,520,213,540
badge9_420.jpg,960,540,hand,300,24,426,185
badge9_420.jpg,960,540,hand,513,14,650,214
badge9_420.jpg,960,540,hand,2,496,52,540
uncut_badge121314_2595.jpg,960,540,hand,317,1,428,236
uncut_badge121314_2595.jpg,960,540,hand,418,15,555,228
uncut_badge13_810.jpg,960,540,hand,309,45,487,248
uncut_badge5and6_765.jpg,960,540,hand,340,66,477,193
uncut_badge5and6_765.jpg,960,540,hand,476,48,600,185
badge13_660.jpg,960,540,hand,292,47,408,218
badge13_660.jpg,960,540,hand,517,71,645,240
badge9_540.jpg,960,540,hand,419,89,565,252
badge9_540.jpg,960,540,hand,242,429,407,540
uncut_badge91011_1050.jpg,960,540,hand,398,68,502,215
uncut_badge91011_1050.jpg,960,540,hand,548,65,665,217
uncut_badge7and8_990.jpg,960,540,hand,348,117,481,234
uncut_badge7and8_990.jpg,960,540,hand,539,107,662,229
badge10_30.jpg,960,540,hand,395,88,526,211
badge10_30.jpg,960,540,hand,538,71,667,202
uncut_badge10_1080.jpg,960,540,hand,328,1,464,193
uncut_badge10_1080.jpg,960,540,hand,466,25,608,215
badge15_240.jpg,960,540,hand,42,442,201,540
badge15_240.jpg,960,540,hand,412,4,550,134
badge15_240.jpg,960,540,hand,557,3,681,116
uncut_badge121314_345.jpg,960,540,hand,379,82,511,253
uncut_badge121314_345.jpg,960,540,hand,508,49,663,264
uncut_badge121314_1785.jpg,960,540,hand,296,8,409,216
uncut_badge121314_1785.jpg,960,540,hand,526,24,627,226
uncut_badge1516_1125.jpg,960,540,hand,36,389,128,518
uncut_badge1516_1125.jpg,960,540,hand,387,1,513,147
uncut_badge1516_1125.jpg,960,540,hand,529,1,663,146
uncut_badge1516_750.jpg,960,540,hand,441,1,567,173
uncut_badge1516_750.jpg,960,540,hand,544,1,649,167
uncut_badge1516_750.jpg,960,540,hand,20,393,125,513
badge10_390.jpg,960,540,hand,326,48,501,240
badge10_390.jpg,960,540,hand,476,84,639,256
uncut_badge121314_1845.jpg,960,540,hand,304,3,431,221
uncut_badge121314_1845.jpg,960,540,hand,607,1,713,185
uncut_badge91011_105.jpg,960,540,hand,342,14,441,212
uncut_badge91011_105.jpg,960,540,hand,405,1,525,94
uncut_badge121314_795.jpg,960,540,hand,353,42,478,242
uncut_badge121314_795.jpg,960,540,hand,436,51,578,248
badge10_105.jpg,960,540,hand,273,113,402,236
badge10_105.jpg,960,540,hand,530,70,667,235
badge9_525.jpg,960,540,hand,420,84,556,247
badge9_525.jpg,960,540,hand,123,347,252,464
badge12_435.jpg,960,540,hand,352,47,482,170
badge12_435.jpg,960,540,hand,506,103,635,248
badge2_225.jpg,960,540,hand,420,5,611,132
badge2_225.jpg,960,540,hand,435,4,618,132
uncut_badge91011_225.jpg,960,540,hand,385,1,511,182
uncut_badge91011_225.jpg,960,540,hand,504,1,619,168
uncut_badge91011_225.jpg,960,540,hand,18,451,80,540
badge10_270.jpg,960,540,hand,359,93,487,262
badge10_270.jpg,960,540,hand,473,72,599,228
uncut_badge121314_1635.jpg,960,540,hand,363,1,474,160
uncut_badge121314_1635.jpg,960,540,hand,509,1,626,166
creative_badge1_90.jpg,640,480,hand,38,1,213,94
creative_badge1_90.jpg,640,480,hand,333,1,489,117
uncut_badge91011_1785.jpg,960,540,hand,399,1,525,162
uncut_badge91011_1785.jpg,960,540,hand,541,1,660,136
uncut_badge13_1410.jpg,960,540,hand,283,1,426,220
uncut_badge13_1410.jpg,960,540,hand,435,1,613,216
uncut_badge13_1005.jpg,960,540,hand,294,64,404,245
uncut_badge13_1005.jpg,960,540,hand,443,48,561,214
badge13_600.jpg,960,540,hand,293,55,476,226
badge13_600.jpg,960,540,hand,437,48,597,243
uncut_badge1516_495.jpg,960,540,hand,411,1,540,130
uncut_badge1516_495.jpg,960,540,hand,558,1,678,107
uncut_badge1516_495.jpg,960,540,hand,50,414,183,540
badge10_135.jpg,960,540,hand,338,78,460,214
badge10_135.jpg,960,540,hand,536,70,668,236
uncut_badge1516_690.jpg,960,540,hand,440,1,572,121
uncut_badge1516_690.jpg,960,540,hand,548,1,680,154
badge4_345.jpg,960,540,hand,237,21,414,163
badge4_345.jpg,960,540,hand,512,7,647,172
uncut_badge13_1260.jpg,960,540,hand,274,114,404,284
uncut_badge13_1260.jpg,960,540,hand,482,73,618,231
creative_badge7_540.jpg,640,480,hand,15,53,229,213
creative_badge7_540.jpg,640,480,hand,244,50,425,194
uncut_badge1516_1500.jpg,960,540,hand,381,1,503,134
uncut_badge1516_1500.jpg,960,540,hand,501,1,651,165
uncut_badge1516_1500.jpg,960,540,hand,152,424,269,540
badge13_135.jpg,960,540,hand,368,1,472,134
badge13_135.jpg,960,540,hand,465,25,569,170
badge13_135.jpg,960,540,hand,50,392,220,540
uncut_badge121314_1800.jpg,960,540,hand,293,1,407,217
uncut_badge121314_1800.jpg,960,540,hand,481,124,609,302
badge12_315.jpg,960,540,hand,376,69,494,224
badge12_315.jpg,960,540,hand,593,53,722,185
uncut_badge91011_1965.jpg,960,540,hand,323,23,431,166
uncut_badge91011_1965.jpg,960,540,hand,465,19,578,169
uncut_badge13_360.jpg,960,540,hand,340,1,474,149
uncut_badge13_360.jpg,960,540,hand,481,1,590,161
uncut_badge5and6_255.jpg,960,540,hand,325,64,459,212
uncut_badge5and6_255.jpg,960,540,hand,483,37,609,206
badge13_285.jpg,960,540,hand,242,99,384,248
badge13_285.jpg,960,540,hand,441,195,570,329
uncut_badge10_795.jpg,960,540,hand,285,93,398,232
uncut_badge10_795.jpg,960,540,hand,420,1,533,145
uncut_badge1516_1335.jpg,960,540,hand,379,1,521,132
uncut_badge1516_1335.jpg,960,540,hand,504,1,639,111
uncut_badge1516_1335.jpg,960,540,hand,155,421,281,540
uncut_badge10_45.jpg,960,540,hand,389,73,522,208
uncut_badge10_45.jpg,960,540,hand,524,49,652,199
badge13_480.jpg,960,540,hand,341,1,448,104
badge13_480.jpg,960,540,hand,507,1,642,84
badge7_405.jpg,960,540,hand,342,111,497,224
badge7_405.jpg,960,540,hand,506,101,629,220
uncut_badge5and6_855.jpg,960,540,hand,279,87,422,229
uncut_badge5and6_855.jpg,960,540,hand,526,63,647,218
badge13_525.jpg,960,540,hand,259,55,427,211
badge13_525.jpg,960,540,hand,519,69,664,225
badge13_240.jpg,960,540,hand,381,1,499,89
badge13_240.jpg,960,540,hand,473,53,593,204
uncut_badge121314_90.jpg,960,540,hand,5,27,133,143
uncut_badge121314_90.jpg,960,540,hand,1,406,17,466
uncut_badge121314_90.jpg,960,540,hand,650,119,782,233
uncut_badge121314_2475.jpg,960,540,hand,154,10,336,226
uncut_badge121314_2475.jpg,960,540,hand,566,33,743,245
uncut_badge121314_180.jpg,960,540,hand,259,501,420,540
uncut_badge121314_180.jpg,960,540,hand,299,36,415,186
uncut_badge121314_180.jpg,960,540,hand,506,56,633,245
uncut_badge10_60.jpg,960,540,hand,359,73,496,207
uncut_badge10_60.jpg,960,540,hand,528,58,652,195
uncut_badge10_510.jpg,960,540,hand,308,1,459,61
badge2_240.jpg,960,540,hand,356,33,483,171
badge2_240.jpg,960,540,hand,569,29,716,171
uncut_badge10_840.jpg,960,540,hand,335,47,445,182
uncut_badge10_840.jpg,960,540,hand,489,91,622,236
uncut_badge121314_540.jpg,960,540,hand,354,5,478,167
uncut_badge121314_540.jpg,960,540,hand,508,53,631,231
uncut_badge121314_1620.jpg,960,540,hand,328,1,444,130
uncut_badge121314_1620.jpg,960,540,hand,492,1,620,123
uncut_badge1516_555.jpg,960,540,hand,421,1,531,136
uncut_badge1516_555.jpg,960,540,hand,552,1,662,163
uncut_badge1516_555.jpg,960,540,hand,50,423,191,540
uncut_badge13_1140.jpg,960,540,hand,293,44,397,210
uncut_badge13_1140.jpg,960,540,hand,384,53,496,212
uncut_badge91011_30.jpg,960,540,hand,1,1,176,309
uncut_badge91011_30.jpg,960,540,hand,115,524,211,540
uncut_badge91011_1650.jpg,960,540,hand,16,320,182,421
badge15_540.jpg,960,540,hand,409,15,537,143
badge15_540.jpg,960,540,hand,545,12,664,165
badge15_540.jpg,960,540,hand,30,411,139,514
uncut_badge121314_1470.jpg,960,540,hand,315,201,466,311
uncut_badge121314_1470.jpg,960,540,hand,465,205,612,341
badge15_525.jpg,960,540,hand,403,25,543,166
badge15_525.jpg,960,540,hand,545,15,666,164
badge15_525.jpg,960,540,hand,35,410,134,519
uncut_badge1516_735.jpg,960,540,hand,417,1,530,171
uncut_badge1516_735.jpg,960,540,hand,537,1,647,166
uncut_badge1516_735.jpg,960,540,hand,18,401,122,511
uncut_badge121314_525.jpg,960,540,hand,353,2,476,161
uncut_badge121314_525.jpg,960,540,hand,516,44,640,222
badge14_360.jpg,960,540,hand,273,138,415,295
badge14_360.jpg,960,540,hand,455,105,597,270
uncut_badge91011_585.jpg,960,540,hand,291,1,427,182
uncut_badge91011_585.jpg,960,540,hand,548,1,677,212
uncut_badge91011_585.jpg,960,540,hand,1,493,53,540
uncut_badge121314_105.jpg,960,540,hand,171,1,305,91
uncut_badge121314_105.jpg,960,540,hand,480,26,632,195
uncut_badge91011_1065.jpg,960,540,hand,424,52,528,201
uncut_badge91011_1065.jpg,960,540,hand,523,47,641,197
uncut_badge121314_1305.jpg,960,540,hand,365,1,465,184
uncut_badge121314_1305.jpg,960,540,hand,517,25,647,225
badge13_300.jpg,960,540,hand,249,67,404,226
badge13_300.jpg,960,540,hand,480,85,625,256
uncut_badge121314_1935.jpg,960,540,hand,245,1,397,236
uncut_badge121314_1935.jpg,960,540,hand,563,6,683,183
badge1_120.jpg,960,540,hand,338,140,466,277
badge1_120.jpg,960,540,hand,577,103,694,247
uncut_badge1516_1245.jpg,960,540,hand,141,432,272,540
uncut_badge1516_1245.jpg,960,540,hand,422,1,533,147
uncut_badge1516_1245.jpg,960,540,hand,502,1,630,171
uncut_badge121314_2175.jpg,960,540,hand,285,97,402,256
uncut_badge121314_2175.jpg,960,540,hand,428,105,559,255
uncut_badge121314_1410.jpg,960,540,hand,374,1,486,169
uncut_badge121314_1410.jpg,960,540,hand,489,30,624,230
uncut_badge91011_210.jpg,960,540,hand,356,1,482,164
uncut_badge91011_210.jpg,960,540,hand,472,1,590,186
uncut_badge91011_210.jpg,960,540,hand,18,451,78,540
uncut_badge10_885.jpg,960,540,hand,350,1,467,153
uncut_badge10_885.jpg,960,540,hand,550,79,671,228
uncut_badge5and6_285.jpg,960,540,hand,305,53,427,194
uncut_badge5and6_285.jpg,960,540,hand,447,45,572,201
uncut_badge13_540.jpg,960,540,hand,341,34,479,243
uncut_badge13_540.jpg,960,540,hand,467,39,627,240
badge7_120.jpg,960,540,hand,362,114,495,225
badge7_120.jpg,960,540,hand,504,100,632,212
badge7_15.jpg,960,540,hand,330,94,491,206
badge7_15.jpg,960,540,hand,489,101,636,223
uncut_badge121314_1050.jpg,960,540,hand,320,9,463,191
uncut_badge121314_1050.jpg,960,540,hand,609,15,732,184
badge13_360.jpg,960,540,hand,351,27,474,155
badge13_360.jpg,960,540,hand,481,26,594,163
badge12_135.jpg,960,540,hand,268,86,413,222
badge12_135.jpg,960,540,hand,485,61,599,185
uncut_badge10_15.jpg,960,540,hand,353,80,474,223
uncut_badge10_15.jpg,960,540,hand,494,62,617,207
uncut_badge7and8_1080.jpg,960,540,hand,345,114,470,242
uncut_badge7and8_1080.jpg,960,540,hand,541,94,667,251
badge2_420.jpg,960,540,hand,515,116,651,246
badge10_285.jpg,960,540,hand,344,1,488,148
badge10_285.jpg,960,540,hand,508,5,656,173
badge15_345.jpg,960,540,hand,1,413,134,536
badge15_345.jpg,960,540,hand,415,1,541,138
badge15_345.jpg,960,540,hand,547,16,679,140
badge3_75.jpg,960,540,hand,356,41,489,169
badge3_75.jpg,960,540,hand,562,39,700,178
uncut_badge5and6_720.jpg,960,540,hand,337,64,483,197
uncut_badge5and6_720.jpg,960,540,hand,490,69,612,195
badge16_345.jpg,960,540,hand,146,445,273,540
badge16_345.jpg,960,540,hand,370,1,501,136
badge16_345.jpg,960,540,hand,499,4,639,155
badge14_375.jpg,960,540,hand,176,69,355,232
badge14_375.jpg,960,540,hand,523,123,656,274
badge12_615.jpg,960,540,hand,330,58,472,245
badge12_615.jpg,960,540,hand,417,62,581,251
badge4_75.jpg,960,540,hand,332,95,455,204
badge4_75.jpg,960,540,hand,453,36,578,182
uncut_badge13_30.jpg,960,540,hand,296,10,439,203
uncut_badge13_30.jpg,960,540,hand,475,51,596,234
uncut_badge5and6_615.jpg,960,540,hand,361,43,491,183
uncut_badge5and6_615.jpg,960,540,hand,472,45,622,180
badge12_480.jpg,960,540,hand,345,41,472,165
badge12_480.jpg,960,540,hand,492,124,659,288
uncut_badge121314_570.jpg,960,540,hand,354,1,480,169
uncut_badge121314_570.jpg,960,540,hand,497,39,626,238
uncut_badge91011_1575.jpg,960,540,hand,304,1,430,45
badge5_285.jpg,960,540,hand,287,76,426,195
badge5_285.jpg,960,540,hand,444,61,579,204
creative_badge3_90.jpg,640,480,hand,105,49,293,208
creative_badge3_90.jpg,640,480,hand,315,33,491,188
uncut_badge10_555.jpg,960,540,hand,287,1,410,37
uncut_badge7and8_810.jpg,960,540,hand,178,1,276,49
uncut_badge1516_945.jpg,960,540,hand,389,1,486,215
uncut_badge1516_945.jpg,960,540,hand,522,1,641,172
uncut_badge7and8_915.jpg,960,540,hand,359,66,508,190
uncut_badge7and8_915.jpg,960,540,hand,507,69,654,191
badge14_315.jpg,960,540,hand,247,85,372,227
badge14_315.jpg,960,540,hand,506,134,622,268
badge11_90.jpg,960,540,hand,342,54,459,166
badge11_90.jpg,960,540,hand,518,126,647,253
creative_badge2_450.jpg,640,480,hand,285,34,441,217
badge9_315.jpg,960,540,hand,348,192,470,289
badge9_315.jpg,960,540,hand,533,169,653,296
badge9_315.jpg,960,540,hand,10,379,118,539
uncut_badge13_405.jpg,960,540,hand,382,34,486,217
uncut_badge13_405.jpg,960,540,hand,535,33,654,214
badge10_90.jpg,960,540,hand,289,155,417,277
badge10_90.jpg,960,540,hand,529,74,666,233
uncut_badge121314_585.jpg,960,540,hand,346,1,466,160
uncut_badge121314_585.jpg,960,540,hand,502,95,671,282
uncut_badge10_765.jpg,960,540,hand,398,1,535,162
uncut_badge10_765.jpg,960,540,hand,525,1,649,172
uncut_badge121314_150.jpg,960,540,hand,329,14,448,174
uncut_badge121314_150.jpg,960,540,hand,484,13,605,169
uncut_badge91011_1710.jpg,960,540,hand,322,28,455,214
uncut_badge91011_1710.jpg,960,540,hand,526,38,636,229
uncut_badge91011_1005.jpg,960,540,hand,1,270,84,325
uncut_badge91011_1005.jpg,960,540,hand,372,29,475,224
uncut_badge91011_1005.jpg,960,540,hand,485,92,607,236
uncut_badge91011_1185.jpg,960,540,hand,349,38,469,179
uncut_badge91011_1185.jpg,960,540,hand,584,43,709,234
uncut_badge1516_660.jpg,960,540,hand,433,1,557,127
uncut_badge1516_660.jpg,960,540,hand,545,1,690,150
uncut_badge13_60.jpg,960,540,hand,323,42,467,217
uncut_badge13_60.jpg,960,540,hand,461,1,562,172
badge16_120.jpg,960,540,hand,528,12,698,137
badge16_120.jpg,960,540,hand,438,2,562,121
badge16_120.jpg,960,540,hand,158,452,278,540
uncut_badge7and8_120.jpg,960,540,hand,71,1,184,25
uncut_badge13_390.jpg,960,540,hand,362,1,476,178
uncut_badge13_390.jpg,960,540,hand,493,44,604,221
uncut_badge10_810.jpg,960,540,hand,296,51,416,198
uncut_badge10_810.jpg,960,540,hand,437,117,547,254
creative_badge8_480.jpg,640,480,hand,24,57,214,189
creative_badge8_480.jpg,640,480,hand,221,1,383,144
creative_badge7_720.jpg,640,480,hand,175,16,340,202
uncut_badge121314_1830.jpg,960,540,hand,297,1,412,216
uncut_badge121314_1830.jpg,960,540,hand,535,56,644,238
uncut_badge7and8_1020.jpg,960,540,hand,350,95,501,217
uncut_badge7and8_1020.jpg,960,540,hand,504,78,632,199
badge9_435.jpg,960,540,hand,424,40,562,224
badge9_435.jpg,960,540,hand,424,1,562,81
badge9_435.jpg,960,540,hand,1,494,51,536
badge16_450.jpg,960,540,hand,383,1,509,145
badge16_450.jpg,960,540,hand,503,8,650,170
badge16_450.jpg,960,540,hand,226,461,390,540
badge2_300.jpg,960,540,hand,363,59,483,222
badge2_300.jpg,960,540,hand,536,44,664,179
uncut_badge7and8_150.jpg,960,540,hand,362,90,487,220
uncut_badge7and8_150.jpg,960,540,hand,494,99,639,227
uncut_badge5and6_225.jpg,960,540,hand,355,62,481,183
uncut_badge5and6_225.jpg,960,540,hand,485,44,609,194
uncut_badge10_405.jpg,960,540,hand,329,1,460,191
uncut_badge10_405.jpg,960,540,hand,528,65,676,215
badge2_195.jpg,960,540,hand,359,1,495,111
badge2_195.jpg,960,540,hand,524,5,692,119
uncut_badge7and8_585.jpg,960,540,hand,223,1,402,95
uncut_badge7and8_585.jpg,960,540,hand,561,22,702,211
badge12_120.jpg,960,540,hand,347,75,480,183
badge12_120.jpg,960,540,hand,488,62,597,182
uncut_badge91011_1545.jpg,960,540,hand,313,1,454,60
badge5_15.jpg,960,540,hand,326,79,472,183
badge5_15.jpg,960,540,hand,474,77,634,193
uncut_badge5and6_270.jpg,960,540,hand,303,44,429,191
uncut_badge5and6_270.jpg,960,540,hand,454,25,589,228
badge15_75.jpg,960,540,hand,1,402,127,535
badge15_75.jpg,960,540,hand,395,1,511,149
badge15_75.jpg,960,540,hand,574,12,713,137
badge13_645.jpg,960,540,hand,292,52,409,218
badge13_645.jpg,960,540,hand,497,101,619,278
uncut_badge7and8_825.jpg,960,540,hand,316,1,491,141
uncut_badge7and8_825.jpg,960,540,hand,547,1,730,119
badge12_450.jpg,960,540,hand,338,42,465,173
badge12_450.jpg,960,540,hand,492,68,630,249
uncut_badge91011_1455.jpg,960,540,hand,272,1,372,159
uncut_badge91011_1455.jpg,960,540,hand,624,51,729,173
uncut_badge10_780.jpg,960,540,hand,378,1,483,157
uncut_badge10_780.jpg,960,540,hand,487,1,617,144
badge13_450.jpg,960,540,hand,163,1,363,202
badge13_450.jpg,960,540,hand,509,21,700,212
creative_badge1_30.jpg,640,480,hand,8,1,193,102
creative_badge1_30.jpg,640,480,hand,312,1,478,135
uncut_badge10_435.jpg,960,540,hand,288,12,396,179
uncut_badge10_435.jpg,960,540,hand,620,31,730,175
uncut_badge10_930.jpg,960,540,hand,287,36,406,180
uncut_badge10_930.jpg,960,540,hand,439,64,558,208
badge10_15.jpg,960,540,hand,360,102,480,226
badge10_15.jpg,960,540,hand,495,86,612,208
badge10_15.jpg,960,540,hand,1,400,106,504
uncut_badge121314_360.jpg,960,540,hand,391,75,519,242
uncut_badge121314_360.jpg,960,540,hand,524,50,673,258
badge14_540.jpg,960,540,hand,362,13,432,242
badge14_540.jpg,960,540,hand,407,9,479,240
uncut_badge91011_1095.jpg,960,540,hand,341,61,461,213
uncut_badge91011_1095.jpg,960,540,hand,517,37,644,187
badge1_150.jpg,960,540,hand,372,169,497,300
badge1_150.jpg,960,540,hand,595,67,716,218
creative_badge8_690.jpg,640,480,hand,7,66,175,242
creative_badge8_690.jpg,640,480,hand,287,1,432,175
uncut_badge121314_1035.jpg,960,540,hand,293,1,448,131
uncut_badge121314_1035.jpg,960,540,hand,566,9,686,148
uncut_badge121314_465.jpg,960,540,hand,285,14,417,174
uncut_badge121314_465.jpg,960,540,hand,437,5,562,161
uncut_badge121314_705.jpg,960,540,hand,291,38,465,272
uncut_badge121314_705.jpg,960,540,hand,438,72,619,292
uncut_badge13_1395.jpg,960,540,hand,266,31,486,160
uncut_badge13_1395.jpg,960,540,hand,444,19,629,215
uncut_badge13_1395.jpg,960,540,hand,225,514,369,540
uncut_badge13_330.jpg,960,540,hand,190,167,384,318
uncut_badge13_330.jpg,960,540,hand,477,74,626,243
uncut_badge121314_2055.jpg,960,540,hand,233,30,379,203
uncut_badge121314_2055.jpg,960,540,hand,441,27,577,195
badge12_765.jpg,960,540,hand,222,103,340,263
badge12_765.jpg,960,540,hand,454,248,594,391
badge16_90.jpg,960,540,hand,408,4,528,158
badge16_90.jpg,960,540,hand,492,16,608,191
badge16_90.jpg,960,540,hand,157,446,281,540
uncut_badge121314_1200.jpg,960,540,hand,45,496,113,540
uncut_badge121314_1200.jpg,960,540,hand,295,1,400,183
uncut_badge121314_1200.jpg,960,540,hand,537,1,654,175
uncut_badge91011_960.jpg,960,540,hand,363,1,501,214
uncut_badge91011_960.jpg,960,540,hand,515,1,673,208
uncut_badge91011_960.jpg,960,540,hand,35,427,183,540
badge12_645.jpg,960,540,hand,331,70,478,243
badge12_645.jpg,960,540,hand,429,61,592,249
badge14_270.jpg,960,540,hand,243,56,374,212
badge14_270.jpg,960,540,hand,452,97,588,269
uncut_badge7and8_1095.jpg,960,540,hand,344,103,472,220
uncut_badge7and8_1095.jpg,960,540,hand,477,83,615,207
uncut_badge1516_405.jpg,960,540,hand,407,1,531,64
uncut_badge1516_405.jpg,960,540,hand,551,1,682,68
uncut_badge1516_405.jpg,960,540,hand,50,413,181,540
uncut_badge121314_1680.jpg,960,540,hand,318,34,417,190
uncut_badge121314_1680.jpg,960,540,hand,522,53,626,188
uncut_badge13_615.jpg,960,540,hand,303,14,416,230
uncut_badge13_615.jpg,960,540,hand,524,32,632,217
uncut_badge121314_375.jpg,960,540,hand,338,9,446,163
